date_releve,code_materiau,libelle,unite,prix,indice_base100,source,horodatage_ingestion
2019-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,736.0,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,727.0,98.81,eurostat,2026-09-11T20:38:14
2019-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,729.0,99.04,eurostat,2026-09-11T20:38:14
2019-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,733.0,99.52,eurostat,2026-09-11T20:38:14
2019-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,726.0,98.57,eurostat,2026-09-11T20:38:14
2019-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,738.0,100.24,eurostat,2026-09-11T20:38:14
2019-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,712.0,96.77,eurostat,2026-09-11T20:38:14
2019-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,712.0,96.65,eurostat,2026-09-11T20:38:14
2019-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,709.0,96.3,eurostat,2026-09-11T20:38:14
2019-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,697.0,94.62,eurostat,2026-09-11T20:38:14
2019-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,686.0,93.19,eurostat,2026-09-11T20:38:14
2019-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,683.0,92.83,eurostat,2026-09-11T20:38:14
2020-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,684.0,92.95,eurostat,2026-09-11T20:38:14
2020-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,670.0,91.04,eurostat,2026-09-11T20:38:14
2020-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,677.0,92.0,eurostat,2026-09-11T20:38:14
2020-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,672.0,91.28,eurostat,2026-09-11T20:38:14
2020-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,682.0,92.59,eurostat,2026-09-11T20:38:14
2020-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,670.0,91.04,eurostat,2026-09-11T20:38:14
2020-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,656.0,89.13,eurostat,2026-09-11T20:38:14
2020-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,657.0,89.25,eurostat,2026-09-11T20:38:14
2020-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,659.0,89.49,eurostat,2026-09-11T20:38:14
2020-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,663.0,90.08,eurostat,2026-09-11T20:38:14
2020-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,667.0,90.56,eurostat,2026-09-11T20:38:14
2020-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,671.0,91.16,eurostat,2026-09-11T20:38:14
2021-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,716.0,97.25,eurostat,2026-09-11T20:38:14
2021-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,751.0,102.03,eurostat,2026-09-11T20:38:14
2021-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,775.0,105.26,eurostat,2026-09-11T20:38:14
2021-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,800.0,108.6,eurostat,2026-09-11T20:38:14
2021-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,817.0,110.99,eurostat,2026-09-11T20:38:14
2021-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,866.0,117.68,eurostat,2026-09-11T20:38:14
2021-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,914.0,124.13,eurostat,2026-09-11T20:38:14
2021-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,949.0,128.91,eurostat,2026-09-11T20:38:14
2021-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,970.0,131.78,eurostat,2026-09-11T20:38:14
2021-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,991.0,134.65,eurostat,2026-09-11T20:38:14
2021-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1004.0,136.32,eurostat,2026-09-11T20:38:14
2021-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1002.0,136.08,eurostat,2026-09-11T20:38:14
2022-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1114.0,151.25,eurostat,2026-09-11T20:38:14
2022-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1114.0,151.25,eurostat,2026-09-11T20:38:14
2022-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1156.0,156.99,eurostat,2026-09-11T20:38:14
2022-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1242.0,168.7,eurostat,2026-09-11T20:38:14
2022-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1281.0,173.95,eurostat,2026-09-11T20:38:14
2022-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1285.0,174.55,eurostat,2026-09-11T20:38:14
2022-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1256.0,170.61,eurostat,2026-09-11T20:38:14
2022-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1208.0,164.04,eurostat,2026-09-11T20:38:14
2022-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1174.0,159.5,eurostat,2026-09-11T20:38:14
2022-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1167.0,158.54,eurostat,2026-09-11T20:38:14
2022-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1142.0,155.08,eurostat,2026-09-11T20:38:14
2022-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1127.0,153.05,eurostat,2026-09-11T20:38:14
2023-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1070.0,145.28,eurostat,2026-09-11T20:38:14
2023-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1081.0,146.83,eurostat,2026-09-11T20:38:14
2023-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1079.0,146.59,eurostat,2026-09-11T20:38:14
2023-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1028.0,139.67,eurostat,2026-09-11T20:38:14
2023-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1003.0,136.2,eurostat,2026-09-11T20:38:14
2023-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,1005.0,136.44,eurostat,2026-09-11T20:38:14
2023-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,983.0,133.45,eurostat,2026-09-11T20:38:14
2023-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,971.0,131.9,eurostat,2026-09-11T20:38:14
2023-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,955.0,129.75,eurostat,2026-09-11T20:38:14
2023-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,945.0,128.32,eurostat,2026-09-11T20:38:14
2023-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,938.0,127.36,eurostat,2026-09-11T20:38:14
2023-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,939.0,127.6,eurostat,2026-09-11T20:38:14
2024-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,915.0,124.25,eurostat,2026-09-11T20:38:14
2024-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,939.0,127.48,eurostat,2026-09-11T20:38:14
2024-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,925.0,125.69,eurostat,2026-09-11T20:38:14
2024-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,924.0,125.57,eurostat,2026-09-11T20:38:14
2024-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,916.0,124.37,eurostat,2026-09-11T20:38:14
2024-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,910.0,123.54,eurostat,2026-09-11T20:38:14
2024-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,914.0,124.13,eurostat,2026-09-11T20:38:14
2024-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,907.0,123.18,eurostat,2026-09-11T20:38:14
2024-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,901.0,122.34,eurostat,2026-09-11T20:38:14
2024-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,894.0,121.39,eurostat,2026-09-11T20:38:14
2024-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,873.0,118.52,eurostat,2026-09-11T20:38:14
2024-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,875.0,118.88,eurostat,2026-09-11T20:38:14
2025-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,869.0,118.04,eurostat,2026-09-11T20:38:14
2025-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,869.0,118.04,eurostat,2026-09-11T20:38:14
2025-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,876.0,119.0,eurostat,2026-09-11T20:38:14
2025-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,879.0,119.35,eurostat,2026-09-11T20:38:14
2025-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,881.0,119.59,eurostat,2026-09-11T20:38:14
2025-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,878.0,119.24,eurostat,2026-09-11T20:38:14
2025-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,866.0,117.56,eurostat,2026-09-11T20:38:14
2025-08-01,ACIER_T,Acier à béton (ferraillage HA),tonne,855.0,116.13,eurostat,2026-09-11T20:38:14
2025-09-01,ACIER_T,Acier à béton (ferraillage HA),tonne,850.0,115.41,eurostat,2026-09-11T20:38:14
2025-10-01,ACIER_T,Acier à béton (ferraillage HA),tonne,848.0,115.17,eurostat,2026-09-11T20:38:14
2025-11-01,ACIER_T,Acier à béton (ferraillage HA),tonne,840.0,114.1,eurostat,2026-09-11T20:38:14
2025-12-01,ACIER_T,Acier à béton (ferraillage HA),tonne,843.0,114.46,eurostat,2026-09-11T20:38:14
2026-01-01,ACIER_T,Acier à béton (ferraillage HA),tonne,860.0,116.85,eurostat,2026-09-11T20:38:14
2026-02-01,ACIER_T,Acier à béton (ferraillage HA),tonne,875.0,118.88,eurostat,2026-09-11T20:38:14
2026-03-01,ACIER_T,Acier à béton (ferraillage HA),tonne,889.0,120.79,eurostat,2026-09-11T20:38:14
2026-04-01,ACIER_T,Acier à béton (ferraillage HA),tonne,920.0,124.97,eurostat,2026-09-11T20:38:14
2026-05-01,ACIER_T,Acier à béton (ferraillage HA),tonne,934.0,126.88,eurostat,2026-09-11T20:38:14
2026-06-01,ACIER_T,Acier à béton (ferraillage HA),tonne,940.0,127.72,eurostat,2026-09-11T20:38:14
2026-07-01,ACIER_T,Acier à béton (ferraillage HA),tonne,950.0,129.03,eurostat,2026-09-11T20:38:14
2019-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.5,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.7,100.21,eurostat,2026-09-11T20:38:14
2019-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.7,100.21,eurostat,2026-09-11T20:38:14
2019-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.7,100.21,eurostat,2026-09-11T20:38:14
2019-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.9,100.41,eurostat,2026-09-11T20:38:14
2019-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.1,100.62,eurostat,2026-09-11T20:38:14
2019-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.0,100.51,eurostat,2026-09-11T20:38:14
2019-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.3,100.82,eurostat,2026-09-11T20:38:14
2019-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.0,100.51,eurostat,2026-09-11T20:38:14
2019-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.8,100.31,eurostat,2026-09-11T20:38:14
2019-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.9,100.41,eurostat,2026-09-11T20:38:14
2019-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,97.9,100.41,eurostat,2026-09-11T20:38:14
2020-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.5,101.03,eurostat,2026-09-11T20:38:14
2020-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.3,100.82,eurostat,2026-09-11T20:38:14
2020-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.4,100.93,eurostat,2026-09-11T20:38:14
2020-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.1,100.62,eurostat,2026-09-11T20:38:14
2020-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.3,100.82,eurostat,2026-09-11T20:38:14
2020-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.6,101.13,eurostat,2026-09-11T20:38:14
2020-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.8,101.34,eurostat,2026-09-11T20:38:14
2020-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.6,101.13,eurostat,2026-09-11T20:38:14
2020-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.9,101.44,eurostat,2026-09-11T20:38:14
2020-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.6,101.13,eurostat,2026-09-11T20:38:14
2020-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.5,101.03,eurostat,2026-09-11T20:38:14
2020-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,98.4,100.93,eurostat,2026-09-11T20:38:14
2021-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,99.3,101.85,eurostat,2026-09-11T20:38:14
2021-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,99.4,101.96,eurostat,2026-09-11T20:38:14
2021-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,99.0,101.54,eurostat,2026-09-11T20:38:14
2021-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,99.0,101.54,eurostat,2026-09-11T20:38:14
2021-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,99.3,101.85,eurostat,2026-09-11T20:38:14
2021-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,99.5,102.06,eurostat,2026-09-11T20:38:14
2021-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,100.1,102.68,eurostat,2026-09-11T20:38:14
2021-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,101.2,103.81,eurostat,2026-09-11T20:38:14
2021-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,101.1,103.71,eurostat,2026-09-11T20:38:14
2021-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,101.8,104.43,eurostat,2026-09-11T20:38:14
2021-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,102.2,104.84,eurostat,2026-09-11T20:38:14
2021-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,102.9,105.56,eurostat,2026-09-11T20:38:14
2022-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,107.4,110.2,eurostat,2026-09-11T20:38:14
2022-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,108.0,110.81,eurostat,2026-09-11T20:38:14
2022-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,108.8,111.64,eurostat,2026-09-11T20:38:14
2022-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,112.6,115.55,eurostat,2026-09-11T20:38:14
2022-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,114.5,117.51,eurostat,2026-09-11T20:38:14
2022-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,116.0,119.05,eurostat,2026-09-11T20:38:14
2022-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,117.1,120.08,eurostat,2026-09-11T20:38:14
2022-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,118.3,121.32,eurostat,2026-09-11T20:38:14
2022-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,118.7,121.73,eurostat,2026-09-11T20:38:14
2022-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,118.8,121.83,eurostat,2026-09-11T20:38:14
2022-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,120.4,123.48,eurostat,2026-09-11T20:38:14
2022-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,121.2,124.3,eurostat,2026-09-11T20:38:14
2023-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.7,129.97,eurostat,2026-09-11T20:38:14
2023-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,129.3,132.65,eurostat,2026-09-11T20:38:14
2023-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,130.3,133.68,eurostat,2026-09-11T20:38:14
2023-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,130.2,133.57,eurostat,2026-09-11T20:38:14
2023-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,130.3,133.68,eurostat,2026-09-11T20:38:14
2023-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,130.1,133.47,eurostat,2026-09-11T20:38:14
2023-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,129.0,132.34,eurostat,2026-09-11T20:38:14
2023-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,129.4,132.75,eurostat,2026-09-11T20:38:14
2023-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,129.0,132.34,eurostat,2026-09-11T20:38:14
2023-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,128.8,132.13,eurostat,2026-09-11T20:38:14
2023-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,128.2,131.51,eurostat,2026-09-11T20:38:14
2023-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.9,131.2,eurostat,2026-09-11T20:38:14
2024-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.8,131.1,eurostat,2026-09-11T20:38:14
2024-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.7,131.0,eurostat,2026-09-11T20:38:14
2024-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.6,130.9,eurostat,2026-09-11T20:38:14
2024-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.5,130.79,eurostat,2026-09-11T20:38:14
2024-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.8,131.1,eurostat,2026-09-11T20:38:14
2024-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.0,130.28,eurostat,2026-09-11T20:38:14
2024-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.9,130.18,eurostat,2026-09-11T20:38:14
2024-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.5,130.79,eurostat,2026-09-11T20:38:14
2024-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.2,129.45,eurostat,2026-09-11T20:38:14
2024-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.2,129.45,eurostat,2026-09-11T20:38:14
2024-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,125.7,128.94,eurostat,2026-09-11T20:38:14
2024-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,125.9,129.15,eurostat,2026-09-11T20:38:14
2025-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.1,130.38,eurostat,2026-09-11T20:38:14
2025-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.8,130.07,eurostat,2026-09-11T20:38:14
2025-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.5,129.76,eurostat,2026-09-11T20:38:14
2025-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.8,130.07,eurostat,2026-09-11T20:38:14
2025-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.1,130.38,eurostat,2026-09-11T20:38:14
2025-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.0,130.28,eurostat,2026-09-11T20:38:14
2025-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.9,130.18,eurostat,2026-09-11T20:38:14
2025-08-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.1,130.38,eurostat,2026-09-11T20:38:14
2025-09-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.5,129.76,eurostat,2026-09-11T20:38:14
2025-10-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.2,129.45,eurostat,2026-09-11T20:38:14
2025-11-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.3,129.56,eurostat,2026-09-11T20:38:14
2025-12-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,125.8,129.04,eurostat,2026-09-11T20:38:14
2026-01-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,127.0,130.28,eurostat,2026-09-11T20:38:14
2026-02-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.8,130.07,eurostat,2026-09-11T20:38:14
2026-03-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,126.8,130.07,eurostat,2026-09-11T20:38:14
2026-04-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,129.3,132.65,eurostat,2026-09-11T20:38:14
2026-05-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,129.9,133.26,eurostat,2026-09-11T20:38:14
2026-06-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,130.8,134.19,eurostat,2026-09-11T20:38:14
2026-07-01,BETON_M3,Béton prêt à l'emploi C25/30,m3,130.0,133.37,eurostat,2026-09-11T20:38:14
2019-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,47.5,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,51.7,108.81,eurostat,2026-09-11T20:38:14
2019-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,53.6,112.78,eurostat,2026-09-11T20:38:14
2019-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,56.8,119.49,eurostat,2026-09-11T20:38:14
2019-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,57.0,119.93,eurostat,2026-09-11T20:38:14
2019-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,51.3,107.93,eurostat,2026-09-11T20:38:14
2019-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,53.3,112.11,eurostat,2026-09-11T20:38:14
2019-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,50.5,106.28,eurostat,2026-09-11T20:38:14
2019-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,52.9,111.23,eurostat,2026-09-11T20:38:14
2019-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,51.3,108.04,eurostat,2026-09-11T20:38:14
2019-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,51.2,107.71,eurostat,2026-09-11T20:38:14
2019-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,52.2,109.8,eurostat,2026-09-11T20:38:14
2020-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,51.3,108.04,eurostat,2026-09-11T20:38:14
2020-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,46.7,98.35,eurostat,2026-09-11T20:38:14
2020-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,31.1,65.42,eurostat,2026-09-11T20:38:14
2020-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,20.4,42.84,eurostat,2026-09-11T20:38:14
2020-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,24.6,51.76,eurostat,2026-09-11T20:38:14
2020-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,30.8,64.76,eurostat,2026-09-11T20:38:14
2020-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,33.9,71.26,eurostat,2026-09-11T20:38:14
2020-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,33.0,69.38,eurostat,2026-09-11T20:38:14
2020-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,30.6,64.43,eurostat,2026-09-11T20:38:14
2020-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,30.8,64.87,eurostat,2026-09-11T20:38:14
2020-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,31.9,67.07,eurostat,2026-09-11T20:38:14
2020-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,36.1,75.88,eurostat,2026-09-11T20:38:14
2021-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,39.9,83.92,eurostat,2026-09-11T20:38:14
2021-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,43.9,92.4,eurostat,2026-09-11T20:38:14
2021-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,46.6,98.02,eurostat,2026-09-11T20:38:14
2021-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,46.3,97.36,eurostat,2026-09-11T20:38:14
2021-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,47.8,100.66,eurostat,2026-09-11T20:38:14
2021-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,51.5,108.26,eurostat,2026-09-11T20:38:14
2021-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,53.9,113.44,eurostat,2026-09-11T20:38:14
2021-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,54.2,114.1,eurostat,2026-09-11T20:38:14
2021-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,56.3,118.5,eurostat,2026-09-11T20:38:14
2021-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,64.4,135.46,eurostat,2026-09-11T20:38:14
2021-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,63.4,133.48,eurostat,2026-09-11T20:38:14
2021-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,59.9,125.99,eurostat,2026-09-11T20:38:14
2022-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,68.7,144.49,eurostat,2026-09-11T20:38:14
2022-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,76.1,160.13,eurostat,2026-09-11T20:38:14
2022-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,98.1,206.39,eurostat,2026-09-11T20:38:14
2022-04-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,97.1,204.41,eurostat,2026-09-11T20:38:14
2022-05-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,106.4,223.79,eurostat,2026-09-11T20:38:14
2022-06-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,119.6,251.65,eurostat,2026-09-11T20:38:14
2022-07-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,105.2,221.37,eurostat,2026-09-11T20:38:14
2022-08-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,96.4,202.86,eurostat,2026-09-11T20:38:14
2022-09-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,94.0,197.69,eurostat,2026-09-11T20:38:14
2022-10-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,104.3,219.49,eurostat,2026-09-11T20:38:14
2022-11-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,91.7,192.95,eurostat,2026-09-11T20:38:14
2022-12-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,80.0,168.39,eurostat,2026-09-11T20:38:14
2023-01-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,83.4,175.44,eurostat,2026-09-11T20:38:14
2023-02-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,78.1,164.32,eurostat,2026-09-11T20:38:14
2023-03-01,BITUME_T,Enrobé bitumineux (BBSG),tonne,76.5,161.01,eurostat,2026-09-11T20:38:14
