date_releve,code_materiau,libelle,unite,prix,indice_base100,source,horodatage_ingestion
2023-12-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.33,131.2,eurostat,2026-09-11T20:38:14
2024-01-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.33,131.1,eurostat,2026-09-11T20:38:14
2024-02-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.33,131.0,eurostat,2026-09-11T20:38:14
2024-03-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.9,eurostat,2026-09-11T20:38:14
2024-04-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.79,eurostat,2026-09-11T20:38:14
2024-05-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.33,131.1,eurostat,2026-09-11T20:38:14
2024-06-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.28,eurostat,2026-09-11T20:38:14
2024-07-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.18,eurostat,2026-09-11T20:38:14
2024-08-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.79,eurostat,2026-09-11T20:38:14
2024-09-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.45,eurostat,2026-09-11T20:38:14
2024-10-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.45,eurostat,2026-09-11T20:38:14
2024-11-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,128.94,eurostat,2026-09-11T20:38:14
2024-12-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.15,eurostat,2026-09-11T20:38:14
2025-01-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.38,eurostat,2026-09-11T20:38:14
2025-02-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.07,eurostat,2026-09-11T20:38:14
2025-03-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.76,eurostat,2026-09-11T20:38:14
2025-04-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.07,eurostat,2026-09-11T20:38:14
2025-05-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.38,eurostat,2026-09-11T20:38:14
2025-06-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.28,eurostat,2026-09-11T20:38:14
2025-07-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.18,eurostat,2026-09-11T20:38:14
2025-08-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.38,eurostat,2026-09-11T20:38:14
2025-09-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.76,eurostat,2026-09-11T20:38:14
2025-10-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.45,eurostat,2026-09-11T20:38:14
2025-11-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.56,eurostat,2026-09-11T20:38:14
2025-12-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.31,129.04,eurostat,2026-09-11T20:38:14
2026-01-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.28,eurostat,2026-09-11T20:38:14
2026-02-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.07,eurostat,2026-09-11T20:38:14
2026-03-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.32,130.07,eurostat,2026-09-11T20:38:14
2026-04-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.34,132.65,eurostat,2026-09-11T20:38:14
2026-05-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.35,133.26,eurostat,2026-09-11T20:38:14
2026-06-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.36,134.19,eurostat,2026-09-11T20:38:14
2026-07-01,PARPAING_U,Bloc béton creux 20x20x50,unité,1.35,133.37,eurostat,2026-09-11T20:38:14
2019-01-01,PLACO_M2,Plaque de plâtre BA13,m2,4.42,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,PLACO_M2,Plaque de plâtre BA13,m2,4.43,100.21,eurostat,2026-09-11T20:38:14
2019-03-01,PLACO_M2,Plaque de plâtre BA13,m2,4.43,100.21,eurostat,2026-09-11T20:38:14
2019-04-01,PLACO_M2,Plaque de plâtre BA13,m2,4.43,100.21,eurostat,2026-09-11T20:38:14
2019-05-01,PLACO_M2,Plaque de plâtre BA13,m2,4.44,100.41,eurostat,2026-09-11T20:38:14
2019-06-01,PLACO_M2,Plaque de plâtre BA13,m2,4.45,100.62,eurostat,2026-09-11T20:38:14
2019-07-01,PLACO_M2,Plaque de plâtre BA13,m2,4.45,100.51,eurostat,2026-09-11T20:38:14
2019-08-01,PLACO_M2,Plaque de plâtre BA13,m2,4.46,100.82,eurostat,2026-09-11T20:38:14
2019-09-01,PLACO_M2,Plaque de plâtre BA13,m2,4.45,100.51,eurostat,2026-09-11T20:38:14
2019-10-01,PLACO_M2,Plaque de plâtre BA13,m2,4.44,100.31,eurostat,2026-09-11T20:38:14
2019-11-01,PLACO_M2,Plaque de plâtre BA13,m2,4.44,100.41,eurostat,2026-09-11T20:38:14
2019-12-01,PLACO_M2,Plaque de plâtre BA13,m2,4.44,100.41,eurostat,2026-09-11T20:38:14
2020-01-01,PLACO_M2,Plaque de plâtre BA13,m2,4.47,101.03,eurostat,2026-09-11T20:38:14
2020-02-01,PLACO_M2,Plaque de plâtre BA13,m2,4.46,100.82,eurostat,2026-09-11T20:38:14
2020-03-01,PLACO_M2,Plaque de plâtre BA13,m2,4.46,100.93,eurostat,2026-09-11T20:38:14
2020-04-01,PLACO_M2,Plaque de plâtre BA13,m2,4.45,100.62,eurostat,2026-09-11T20:38:14
2020-05-01,PLACO_M2,Plaque de plâtre BA13,m2,4.46,100.82,eurostat,2026-09-11T20:38:14
2020-06-01,PLACO_M2,Plaque de plâtre BA13,m2,4.47,101.13,eurostat,2026-09-11T20:38:14
2020-07-01,PLACO_M2,Plaque de plâtre BA13,m2,4.48,101.34,eurostat,2026-09-11T20:38:14
2020-08-01,PLACO_M2,Plaque de plâtre BA13,m2,4.47,101.13,eurostat,2026-09-11T20:38:14
2020-09-01,PLACO_M2,Plaque de plâtre BA13,m2,4.49,101.44,eurostat,2026-09-11T20:38:14
2020-10-01,PLACO_M2,Plaque de plâtre BA13,m2,4.47,101.13,eurostat,2026-09-11T20:38:14
2020-11-01,PLACO_M2,Plaque de plâtre BA13,m2,4.47,101.03,eurostat,2026-09-11T20:38:14
2020-12-01,PLACO_M2,Plaque de plâtre BA13,m2,4.46,100.93,eurostat,2026-09-11T20:38:14
2021-01-01,PLACO_M2,Plaque de plâtre BA13,m2,4.51,101.85,eurostat,2026-09-11T20:38:14
2021-02-01,PLACO_M2,Plaque de plâtre BA13,m2,4.51,101.96,eurostat,2026-09-11T20:38:14
2021-03-01,PLACO_M2,Plaque de plâtre BA13,m2,4.49,101.54,eurostat,2026-09-11T20:38:14
2021-04-01,PLACO_M2,Plaque de plâtre BA13,m2,4.49,101.54,eurostat,2026-09-11T20:38:14
2021-05-01,PLACO_M2,Plaque de plâtre BA13,m2,4.51,101.85,eurostat,2026-09-11T20:38:14
2021-06-01,PLACO_M2,Plaque de plâtre BA13,m2,4.51,102.06,eurostat,2026-09-11T20:38:14
2021-07-01,PLACO_M2,Plaque de plâtre BA13,m2,4.54,102.68,eurostat,2026-09-11T20:38:14
2021-08-01,PLACO_M2,Plaque de plâtre BA13,m2,4.59,103.81,eurostat,2026-09-11T20:38:14
2021-09-01,PLACO_M2,Plaque de plâtre BA13,m2,4.59,103.71,eurostat,2026-09-11T20:38:14
2021-10-01,PLACO_M2,Plaque de plâtre BA13,m2,4.62,104.43,eurostat,2026-09-11T20:38:14
2021-11-01,PLACO_M2,Plaque de plâtre BA13,m2,4.64,104.84,eurostat,2026-09-11T20:38:14
2021-12-01,PLACO_M2,Plaque de plâtre BA13,m2,4.67,105.56,eurostat,2026-09-11T20:38:14
2022-01-01,PLACO_M2,Plaque de plâtre BA13,m2,4.87,110.2,eurostat,2026-09-11T20:38:14
2022-02-01,PLACO_M2,Plaque de plâtre BA13,m2,4.9,110.81,eurostat,2026-09-11T20:38:14
2022-03-01,PLACO_M2,Plaque de plâtre BA13,m2,4.94,111.64,eurostat,2026-09-11T20:38:14
2022-04-01,PLACO_M2,Plaque de plâtre BA13,m2,5.11,115.55,eurostat,2026-09-11T20:38:14
2022-05-01,PLACO_M2,Plaque de plâtre BA13,m2,5.2,117.51,eurostat,2026-09-11T20:38:14
2022-06-01,PLACO_M2,Plaque de plâtre BA13,m2,5.27,119.05,eurostat,2026-09-11T20:38:14
2022-07-01,PLACO_M2,Plaque de plâtre BA13,m2,5.31,120.08,eurostat,2026-09-11T20:38:14
2022-08-01,PLACO_M2,Plaque de plâtre BA13,m2,5.37,121.32,eurostat,2026-09-11T20:38:14
2022-09-01,PLACO_M2,Plaque de plâtre BA13,m2,5.39,121.73,eurostat,2026-09-11T20:38:14
2022-10-01,PLACO_M2,Plaque de plâtre BA13,m2,5.39,121.83,eurostat,2026-09-11T20:38:14
2022-11-01,PLACO_M2,Plaque de plâtre BA13,m2,5.46,123.48,eurostat,2026-09-11T20:38:14
2022-12-01,PLACO_M2,Plaque de plâtre BA13,m2,5.5,124.3,eurostat,2026-09-11T20:38:14
2023-01-01,PLACO_M2,Plaque de plâtre BA13,m2,5.75,129.97,eurostat,2026-09-11T20:38:14
2023-02-01,PLACO_M2,Plaque de plâtre BA13,m2,5.87,132.65,eurostat,2026-09-11T20:38:14
2023-03-01,PLACO_M2,Plaque de plâtre BA13,m2,5.91,133.68,eurostat,2026-09-11T20:38:14
2023-04-01,PLACO_M2,Plaque de plâtre BA13,m2,5.91,133.57,eurostat,2026-09-11T20:38:14
2023-05-01,PLACO_M2,Plaque de plâtre BA13,m2,5.91,133.68,eurostat,2026-09-11T20:38:14
2023-06-01,PLACO_M2,Plaque de plâtre BA13,m2,5.9,133.47,eurostat,2026-09-11T20:38:14
2023-07-01,PLACO_M2,Plaque de plâtre BA13,m2,5.85,132.34,eurostat,2026-09-11T20:38:14
2023-08-01,PLACO_M2,Plaque de plâtre BA13,m2,5.87,132.75,eurostat,2026-09-11T20:38:14
2023-09-01,PLACO_M2,Plaque de plâtre BA13,m2,5.85,132.34,eurostat,2026-09-11T20:38:14
2023-10-01,PLACO_M2,Plaque de plâtre BA13,m2,5.85,132.13,eurostat,2026-09-11T20:38:14
2023-11-01,PLACO_M2,Plaque de plâtre BA13,m2,5.82,131.51,eurostat,2026-09-11T20:38:14
2023-12-01,PLACO_M2,Plaque de plâtre BA13,m2,5.8,131.2,eurostat,2026-09-11T20:38:14
2024-01-01,PLACO_M2,Plaque de plâtre BA13,m2,5.8,131.1,eurostat,2026-09-11T20:38:14
2024-02-01,PLACO_M2,Plaque de plâtre BA13,m2,5.8,131.0,eurostat,2026-09-11T20:38:14
2024-03-01,PLACO_M2,Plaque de plâtre BA13,m2,5.79,130.9,eurostat,2026-09-11T20:38:14
2024-04-01,PLACO_M2,Plaque de plâtre BA13,m2,5.79,130.79,eurostat,2026-09-11T20:38:14
2024-05-01,PLACO_M2,Plaque de plâtre BA13,m2,5.8,131.1,eurostat,2026-09-11T20:38:14
2024-06-01,PLACO_M2,Plaque de plâtre BA13,m2,5.76,130.28,eurostat,2026-09-11T20:38:14
2024-07-01,PLACO_M2,Plaque de plâtre BA13,m2,5.76,130.18,eurostat,2026-09-11T20:38:14
2024-08-01,PLACO_M2,Plaque de plâtre BA13,m2,5.79,130.79,eurostat,2026-09-11T20:38:14
2024-09-01,PLACO_M2,Plaque de plâtre BA13,m2,5.73,129.45,eurostat,2026-09-11T20:38:14
2024-10-01,PLACO_M2,Plaque de plâtre BA13,m2,5.73,129.45,eurostat,2026-09-11T20:38:14
2024-11-01,PLACO_M2,Plaque de plâtre BA13,m2,5.7,128.94,eurostat,2026-09-11T20:38:14
2024-12-01,PLACO_M2,Plaque de plâtre BA13,m2,5.71,129.15,eurostat,2026-09-11T20:38:14
2025-01-01,PLACO_M2,Plaque de plâtre BA13,m2,5.77,130.38,eurostat,2026-09-11T20:38:14
2025-02-01,PLACO_M2,Plaque de plâtre BA13,m2,5.75,130.07,eurostat,2026-09-11T20:38:14
2025-03-01,PLACO_M2,Plaque de plâtre BA13,m2,5.74,129.76,eurostat,2026-09-11T20:38:14
2025-04-01,PLACO_M2,Plaque de plâtre BA13,m2,5.75,130.07,eurostat,2026-09-11T20:38:14
2025-05-01,PLACO_M2,Plaque de plâtre BA13,m2,5.77,130.38,eurostat,2026-09-11T20:38:14
2025-06-01,PLACO_M2,Plaque de plâtre BA13,m2,5.76,130.28,eurostat,2026-09-11T20:38:14
2025-07-01,PLACO_M2,Plaque de plâtre BA13,m2,5.76,130.18,eurostat,2026-09-11T20:38:14
2025-08-01,PLACO_M2,Plaque de plâtre BA13,m2,5.77,130.38,eurostat,2026-09-11T20:38:14
2025-09-01,PLACO_M2,Plaque de plâtre BA13,m2,5.74,129.76,eurostat,2026-09-11T20:38:14
2025-10-01,PLACO_M2,Plaque de plâtre BA13,m2,5.73,129.45,eurostat,2026-09-11T20:38:14
2025-11-01,PLACO_M2,Plaque de plâtre BA13,m2,5.73,129.56,eurostat,2026-09-11T20:38:14
2025-12-01,PLACO_M2,Plaque de plâtre BA13,m2,5.71,129.04,eurostat,2026-09-11T20:38:14
2026-01-01,PLACO_M2,Plaque de plâtre BA13,m2,5.76,130.28,eurostat,2026-09-11T20:38:14
2026-02-01,PLACO_M2,Plaque de plâtre BA13,m2,5.75,130.07,eurostat,2026-09-11T20:38:14
2026-03-01,PLACO_M2,Plaque de plâtre BA13,m2,5.75,130.07,eurostat,2026-09-11T20:38:14
2026-04-01,PLACO_M2,Plaque de plâtre BA13,m2,5.87,132.65,eurostat,2026-09-11T20:38:14
2026-05-01,PLACO_M2,Plaque de plâtre BA13,m2,5.9,133.26,eurostat,2026-09-11T20:38:14
2026-06-01,PLACO_M2,Plaque de plâtre BA13,m2,5.94,134.19,eurostat,2026-09-11T20:38:14
2026-07-01,PLACO_M2,Plaque de plâtre BA13,m2,5.9,133.37,eurostat,2026-09-11T20:38:14
2019-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.23,100.0,eurostat,2026-09-11T20:38:14
2019-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.21,99.69,eurostat,2026-09-11T20:38:14
2019-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.2,99.59,eurostat,2026-09-11T20:38:14
2019-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.19,99.39,eurostat,2026-09-11T20:38:14
2019-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.2,99.49,eurostat,2026-09-11T20:38:14
2019-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.21,99.69,eurostat,2026-09-11T20:38:14
2019-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.2,99.59,eurostat,2026-09-11T20:38:14
2019-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.2,99.49,eurostat,2026-09-11T20:38:14
2019-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.18,99.19,eurostat,2026-09-11T20:38:14
2019-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.16,98.68,eurostat,2026-09-11T20:38:14
2019-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.14,98.37,eurostat,2026-09-11T20:38:14
2019-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.12,97.96,eurostat,2026-09-11T20:38:14
2020-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.08,97.25,eurostat,2026-09-11T20:38:14
2020-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.09,97.45,eurostat,2026-09-11T20:38:14
2020-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.1,97.66,eurostat,2026-09-11T20:38:14
2020-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.11,97.86,eurostat,2026-09-11T20:38:14
2020-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.09,97.35,eurostat,2026-09-11T20:38:14
2020-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.07,97.05,eurostat,2026-09-11T20:38:14
2020-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.03,96.33,eurostat,2026-09-11T20:38:14
2020-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.05,96.64,eurostat,2026-09-11T20:38:14
2020-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.04,96.44,eurostat,2026-09-11T20:38:14
2020-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.05,96.64,eurostat,2026-09-11T20:38:14
2020-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.05,96.54,eurostat,2026-09-11T20:38:14
2020-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.05,96.64,eurostat,2026-09-11T20:38:14
2021-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.07,97.05,eurostat,2026-09-11T20:38:14
2021-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.1,97.56,eurostat,2026-09-11T20:38:14
2021-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.15,98.47,eurostat,2026-09-11T20:38:14
2021-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.25,100.41,eurostat,2026-09-11T20:38:14
2021-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.29,101.22,eurostat,2026-09-11T20:38:14
2021-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.35,102.34,eurostat,2026-09-11T20:38:14
2021-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.39,103.16,eurostat,2026-09-11T20:38:14
2021-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.41,103.46,eurostat,2026-09-11T20:38:14
2021-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.42,103.67,eurostat,2026-09-11T20:38:14
2021-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.45,104.28,eurostat,2026-09-11T20:38:14
2021-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.49,105.09,eurostat,2026-09-11T20:38:14
2021-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.5,105.19,eurostat,2026-09-11T20:38:14
2022-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.63,107.74,eurostat,2026-09-11T20:38:14
2022-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.71,109.16,eurostat,2026-09-11T20:38:14
2022-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.75,109.98,eurostat,2026-09-11T20:38:14
2022-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.93,113.54,eurostat,2026-09-11T20:38:14
2022-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.05,115.68,eurostat,2026-09-11T20:38:14
2022-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.06,115.99,eurostat,2026-09-11T20:38:14
2022-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.16,117.92,eurostat,2026-09-11T20:38:14
2022-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.16,117.82,eurostat,2026-09-11T20:38:14
2022-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.14,117.41,eurostat,2026-09-11T20:38:14
2022-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.12,117.11,eurostat,2026-09-11T20:38:14
2022-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.09,116.5,eurostat,2026-09-11T20:38:14
2022-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.09,116.6,eurostat,2026-09-11T20:38:14
2023-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.17,118.02,eurostat,2026-09-11T20:38:14
2023-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.18,118.33,eurostat,2026-09-11T20:38:14
2023-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.22,118.94,eurostat,2026-09-11T20:38:14
2023-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.17,118.13,eurostat,2026-09-11T20:38:14
2023-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.15,117.72,eurostat,2026-09-11T20:38:14
2023-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.18,118.33,eurostat,2026-09-11T20:38:14
2023-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.15,117.62,eurostat,2026-09-11T20:38:14
2023-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.11,116.9,eurostat,2026-09-11T20:38:14
2023-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.06,115.99,eurostat,2026-09-11T20:38:14
2023-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.08,116.29,eurostat,2026-09-11T20:38:14
2023-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.02,115.27,eurostat,2026-09-11T20:38:14
2023-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.98,114.36,eurostat,2026-09-11T20:38:14
2024-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.97,114.15,eurostat,2026-09-11T20:38:14
2024-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.0,114.77,eurostat,2026-09-11T20:38:14
2024-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.98,114.36,eurostat,2026-09-11T20:38:14
2024-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.98,114.46,eurostat,2026-09-11T20:38:14
2024-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.99,114.66,eurostat,2026-09-11T20:38:14
2024-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.02,115.17,eurostat,2026-09-11T20:38:14
2024-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.0,114.87,eurostat,2026-09-11T20:38:14
2024-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.99,114.66,eurostat,2026-09-11T20:38:14
2024-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.02,115.17,eurostat,2026-09-11T20:38:14
2024-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.0,114.87,eurostat,2026-09-11T20:38:14
2024-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.97,114.26,eurostat,2026-09-11T20:38:14
2024-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.97,114.15,eurostat,2026-09-11T20:38:14
2025-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.0,114.87,eurostat,2026-09-11T20:38:14
2025-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.01,114.97,eurostat,2026-09-11T20:38:14
2025-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.98,114.46,eurostat,2026-09-11T20:38:14
2025-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.94,113.75,eurostat,2026-09-11T20:38:14
2025-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.96,114.05,eurostat,2026-09-11T20:38:14
2025-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.95,113.85,eurostat,2026-09-11T20:38:14
2025-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.96,114.05,eurostat,2026-09-11T20:38:14
2025-08-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.98,114.46,eurostat,2026-09-11T20:38:14
2025-09-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.95,113.85,eurostat,2026-09-11T20:38:14
2025-10-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.94,113.65,eurostat,2026-09-11T20:38:14
2025-11-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.95,113.85,eurostat,2026-09-11T20:38:14
2025-12-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.94,113.75,eurostat,2026-09-11T20:38:14
2026-01-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.91,113.14,eurostat,2026-09-11T20:38:14
2026-02-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.9,112.93,eurostat,2026-09-11T20:38:14
2026-03-01,PVC_ML,Tube PVC évacuation Ø100,ml,5.9,112.93,eurostat,2026-09-11T20:38:14
2026-04-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.0,114.87,eurostat,2026-09-11T20:38:14
2026-05-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.17,118.02,eurostat,2026-09-11T20:38:14
2026-06-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.19,118.53,eurostat,2026-09-11T20:38:14
2026-07-01,PVC_ML,Tube PVC évacuation Ø100,ml,6.2,118.64,eurostat,2026-09-11T20:38:14
